id,imdbid,bechdelRating,title,year,genres
4589,87814,1,Non ci resta che piangere,1984,
4590,87951,3,Protocol,1984,
4591,90685,1,Back to School,1986,
4592,275022,3,Crossroads,2002,
4593,374536,3,Bewitched,2005,
4594,2218003,2,Closed Circuit,2013,
4595,414982,3,Final Destination 3,2006,
4596,1144884,3,"Final Destination, The",2009,
4597,97108,1,"Cook, the Thief, His Wife &amp; Her Lover, The",1989,
4598,2370248,3,Short Term 12,2013,
4599,79766,1,Quadrophenia,1979,
4600,247380,3,"Gleaners and I, The",2000,
4601,1714210,1,Weekend,2011,
4602,111205,3,Sister My Sister,1994,
4603,2094877,3,Haute Cuisine,2013,
4604,2865802,2,Zum Geburtstag,2013,
4605,1695405,0,"Loneliest Planet, The",2011,
4606,97162,0,Dead Calm,1989,
4607,2404311,3,"Family, The",2013,
4608,2375574,0,A Field in England,2013,
4609,2005374,3,"Frozen Ground, The",2013,
4610,69704,2,American Graffiti,1973,
4611,120108,2,"Proposition, The",1998,
4612,75178,1,Il secondo tragico Fantozzi,1976,
4613,295671,1,L&#39;uomo in pi&ugrave;,2001,
4614,91877,3,Ruthless People,1986,
4615,74512,3,Family Plot,1976,
4616,45897,1,I Confess,1953,
4617,36342,3,Shadow of a Doubt,1943,
4618,111280,3,Star Trek Generations,1994,
4619,2312890,3,Afternoon Delight,2013,
4620,92925,3,Dragnet,1987,
4621,116996,3,Mars Attacks!,1996,
4622,85894,1,"Man With Two Brains, The",1983,
4623,86837,1,2010,1984,
4624,2265398,3,Drinking Buddies,2013,
4625,446755,3,"Painted Veil, The",2006,
4626,450259,1,Blood Diamond,2006,
4627,2818348,3,Saige Paints the Sky,2013,
4628,96324,3,Two Moon Junction,1988,
4629,419294,3,"Three Burials of Melquiades Estrada, The",2005,
4630,399412,3,Nina,2004,
4631,101698,3,Defending Your Life,1991,
4632,91225,3,Howard The Duck,1986,
4633,87597,3,"Last Starfighter, The",1984,
4634,87755,3,"Muppets Take Manhattan, The",1984,
4635,120536,1,"Wrong Guy, The",1997,
4636,106598,3,Coneheads,1993,
4637,55928,1,Dr. No,1962,
4638,144120,1,Bride of Chucky,1998,
4639,242998,2,Valentine,2001,
4640,112401,1,Assassins,1995,
4641,1392214,3,Prisoners,2013,
4642,2401711,3,O Tempo e o Vento,2013,
4643,120082,3,Scream 2,1997,
4644,134084,3,Scream 3,2000,
4645,109275,3,Birds 2: Land&#39;s End,1994,
4646,97728,0,Leningrad Cowboys Go America,1989,
4647,2364975,3,Vi ar bast!,2013,
4648,421528,3,20 centimetros,2005,
4649,146336,3,Urban Legend,1998,
4650,1641975,1,Citadel,2012,
4651,2002718,3,Machete Kills,2013,
4652,2378281,3,Instructions Not Included,2013,
4653,2364841,0,Runner Runner,2013,
4654,2336960,3,Inch&#39;Allah,2012,
4655,1454468,0,Gravity,2013,
4656,2338864,1,Finsterworld,2013,
4657,119345,3,I Know What You Did Last Summer,1997,
4658,1821549,3,Nebraska,2013,
4659,57076,3,From Russia with Love,1963,
4660,790636,3,Dallas Buyers Club,2013,
4661,1171222,3,Baggage Claim,2013,
4662,280760,2,Igby Goes Down,2002,
4663,1496422,3,"Paperboy, The",2012,
4665,455857,3,When a Stranger Calls,2006,
4666,102250,3,L.A. Story,1991,
4667,70608,3,Robin Hood,1973,
4668,88286,0,Top Secret!,1984,
4669,64757,2,On Her Majesty&#39;s Secret Service,1969,
4670,49038,3,Bus Stop,1956,
4672,94964,2,Dead Ringers,1988,
4673,57918,1,Carry On Cleo,1964,
4674,308379,3,Dark Water (Honogurai mizu no soko kara),2002,
4675,178868,3,Ring (Ringu),1998,
4676,257516,3,Cursed,2005,
4677,1535109,1,Captain Phillips,2013,
4678,113725,3,Maborosi,1995,
4679,218553,3,Ring 2 (Ringu 2),1999,
4680,145937,0,Naqoyqatsi,2002,
4681,1450321,1,Filth,2013,
4684,91499,2,Maximum Overdrive,1986,
4686,1772373,3,"Craiglist Killer, The",2011,
4687,78767,3,"Amityville Horror, The",1979,
4688,384806,3,"Amityville Horror, The",2005,
4689,1211956,2,Escape Plan,2013,
4690,444628,3,Fay Grim,2006,
4691,1582271,3,"Good Doctor, The",2011,
4693,259711,1,Vanilla Sky,2001,
4694,790781,3,Wendy Wu: Homecoming Warrior,2006,
4695,288439,1,Bang Bang You&#39;re Dead,2002,
4696,381966,3,Creep,2004,
4697,110475,1,"Mask, The",1994,
4698,36947,3,"Most Beautiful (Ichiban utsukushiku), The",1944,
4699,36400,0,Judo Saga (Sanshiro Sugata),1943,
4701,1813609,3,A Haunting at Silver Falls,2013,
4702,25465,3,Maniac,1934,
4703,202677,2,"Way of the Gun, The",2000,
4704,2278871,3,Blue Is the Warmest Color,2013,
4705,94862,3,Child&#39;s Play,1988,
4706,99253,3,Child&#39;s Play 2,1990,
4707,2194499,3,About Time,2013,
4708,82495,3,Halloween II,1981,
4709,120694,3,Halloween H20: 20 Years Later,1998,
4710,46750,3,Late Chrysanthemuns,1954,
4711,362165,1,Son of the Mask,2005,
4712,306474,3,Arite hime/Princess Arete,2001,
4714,1837703,1,"Fifth Estate, The",2013,
4715,2066133,3,"Wine of Summer, The",2013,
4716,142032,3,Dune,2000,
4717,109791,1,Felidae,1994,
4718,489134,0,Last Order: Final Fantasy VII,2005,
4719,105643,3,Troll 2,1990,
4720,213203,3,Rugrats in Paris:,2000,
4721,306646,0,Ringing Bell (Chirin no Suzu),1978,
4722,62990,3,"Fox, The",1967,
4723,342492,1,De gr&oslash;nne slagtere (&#39;Green Butchers&#39;),2003,
4724,445620,1,Paradise Now,2005,
4725,87892,3,A Passage to India,1984,
4726,367000,3,House of Voices (Saint Ange),2004,
4728,816530,3,Imprint,2007,
4729,344854,0,Arthur and the Invisibles,2006,
4730,932669,3,Older Than America,2008,
4731,105793,1,Wayne&#39;s World,1992,
4732,1757742,3,Apartment 143,2011,
4733,1982177,2,Exit Marrakech,2013,
4734,236027,1,Blinkende lygter (&#39;Flickering Lights&#39;),2000,
4735,196069,0,Samsara,2001,
4736,101829,0,Europa,1991,
4737,93010,3,Fatal Attraction,1987,
4738,302674,0,Gerry,2002,
4739,3066242,3,RWBY,2013,
4740,2193215,3,"Counselor, The",2013,
4741,79813,3,Rock &#39;n&#39; Roll High School,1979,
4742,1900908,3,Klip,2012,
4743,2147728,3,I Used to Be Darker,2013,
4744,2140203,3,Okami kodomo no ame to yuki,2012,
4745,379363,3,Malibu Spring Break,2003,
4746,1757746,1,Extracted,2012,
4747,439478,3,Boynton Beach Club,2005,
4749,114787,1,Underground,1995,
4750,100150,0,Miller&#39;s Crossing,1990,
4751,2247432,3,Go for Sisters,2013,
4752,120890,3,Wild Things,1998,
4753,1731141,2,Ender&#39;s Game,2013,
4754,48445,3,Oklahoma!,1955,
4755,64418,3,"Hello, Dolly!",1969,
4756,1981115,3,Thor: The Dark World,2013,
4757,896986,1,La torre de Suso,2007,
4759,2481198,3,Sunshine on Leith,2013,
4760,98453,3,Teen Witch,1989,
4761,422015,3,Le couperet,2005,
4762,435528,2,Whisper,2007,
4763,806203,3,Carriers,2009,
4764,1245112,1,[Rec] 2,2009,
4765,815245,3,"Uninvited, The",2009,
4766,77707,0,L&#39;hypothese du tableau vole,1979,
4767,1052040,0,Seventh Moon,2008,
4768,2404738,3,Witching and Bitching,2013,
4769,375210,1,White Noise,2005,
4771,224005,3,Los renglones torcidos de Dios,1983,
4774,95687,3,My Stepmother Is an Alien,1988,
4775,23293,3,"Old Dark House, The",1932,
4776,2088714,3,Call Me Kuchu,2012,
4777,2017038,0,All is Lost,2013,
4778,116277,1,"Fan, The",1996,
4779,105477,2,Stop! Or My Mom Will Shoot,1992,
4780,1273204,3,David&#39;s Birthday,2009,
4781,2390361,3,Enough Said,2013,
4782,103939,1,Chaplin,1992,
4783,369053,1,Separate Lies,2005,
4784,307479,1,Solaris,2002,
4785,284978,1,Cypher,2002,
4787,118843,3,"Black Cat, White Cat",1998,
4788,2018086,3,Camille Claudel 1915,2013,
4790,1401143,0,Rare Exports,2010,
4791,112040,3,"Langoliers, The",1995,
4792,120681,3,From Hell,2001,
4795,388482,1,Transporter 2,2005,
4796,206275,3,Save the Last Dance,2001,
4797,79596,3,My Brilliant Career,1979,
4798,444653,3,Keeping Mum,2005,
4799,167752,3,"4th Floor, The",1999,
4800,910847,1,Breakfast with Scot,2007,
4801,65377,3,Airport,1970,
4802,778631,1,Brave Story,2006,
4803,2881698,0,Skinwalker Ranch,2013,
4804,129332,1,Ravenous,1999,
4805,831887,2,"Spirit, The",2008,
4806,277434,3,We Were Soldiers,2002,
4807,99005,0,Air America,1990,
4808,2103267,3,Perfect Mothers,2013,
4810,1313244,3,Hypothermia,2010,
4811,93415,3,Light of Day,1987,
4812,915460,3,Grizzly Park,2008,
4813,96465,3,World Gone Wild,1988,
4814,2042568,1,Inside Llewyn Davis,2013,
4815,93171,3,Hell Comes to Frogtown,1988,
4816,1509788,3,Ass Backwards,2013,
4817,118661,3,"Avengers, The",1998,
4818,2396701,3,"Haunting of Whaley House, The",2012,
4819,490166,3,London To Brighton,2006,
4820,322259,1,2 Fast 2 Furious,2003,
4821,175526,3,Cherry Falls,2000,
4822,117102,3,Mr. Wrong,1996,
4823,997152,0,"Experiment, The",2010,
4824,131646,2,Wing Commander,1999,
4825,1591479,0,Act of Valor,2012,
4826,272127,3,Hitched,2001,
4827,1194238,3,Polytechnique,2009,
4828,300270,3,"Holy Girl, The",2004,
4829,386862,3,"Forest for the Trees, The",2003,
4830,863091,3,Mukhsin,2006,
4831,116650,3,Irma Vep,1996,
4832,284034,3,demonlover,2002,
4833,887732,3,Days and Clouds,2007,
4834,419773,3,Gespenster,2005,
4835,260191,3,Gundam Wing: The Movie - Endless Waltz,2000,
4836,2752200,3,Jeune &amp; jolie,2013,
4837,104670,3,Ladybugs,1992,
4838,103994,3,Como agua para chocolate,1992,
4839,104040,3,"Cutting Edge, The",1992,
4840,2296697,3,Concussion,2013,
4841,110322,3,Legends of the Fall,1994,
4842,368447,3,"Village, The",2004,
4843,2215395,3,Paulette,2012,
4844,83967,3,Frances,1982,
4845,315733,3,21 grams,2003,
4846,804539,3,Surviving Evil,2009,
4848,876154,3,To Have and to Hold,2006,
4849,51776,3,"Inn of the Sixth Happiness, The",1958,
4850,241073,3,Yeogo goedam,1998,
4851,1951264,3,"Hunger Games: Catching Fire, The",2013,
4853,2415174,3,Moving Mountains,2013,
4854,45555,3,"Big Heat, The",1953,
4855,2969656,3,Gam-si-ja-deul,2013,
4856,410297,3,"Lake House, The",2006,
4857,2350496,3,"Lunchbox, The",2013,
4858,2294629,3,Frozen,2013,
4859,116260,3,Eye for an Eye,1996,
4860,1798709,2,Her,2013,
4861,2046090,3,Fin,2012,
4862,60522,0,How to Steal a Million,1966,
4863,235712,3,Ring 0: Birthday (Ringu 0: B&acirc;sudei),2000,
4865,158811,3,Muppets From Space,1999,
4866,2330546,3,Les Reines du Ring (English: Wrestling Queens),2013,
4868,282209,1,Darkness Falls,2003,
4869,111549,3,Uncovered,1994,
4870,35567,3,Woman of the Year,1942,
4873,2779318,3,"Day of the Doctor, The",2013,
4875,1621045,3,Think Like a Man,2012,
4876,274497,3,Le fate ignoranti,2001,
4877,106364,0,Batman: Mask of the Phantasm,1993,
4878,2415464,3,Hansel &amp; Gretel,2013,
4879,2226417,2,Insidious: Chapter 2,2013,
4880,1322269,3,August: Osage County,2013,
4881,1758575,3,Blue Like Jazz,2012,
4882,70294,3,"Legend of Hell House, The",1973,
4883,46876,0,Creature from the Black Lagoon,1954,
4884,1869653,1,Rock Jocks,2012,
4886,860866,3,Far North,2007,
4887,1716767,3,"Last Keepers, The",2013,
4888,2431286,3,Philomena,2013,
4889,2043900,3,Last Call at the Oasis,2011,
4890,117979,3,"Truth About Cats &amp; Dogs, The",1996,
4891,1654523,1,Night Train to Lisbon,2013,
4892,452594,1,"Break Up, The",2006,
4893,87909,3,Phenomena,1985,
4894,89118,1,F/X,1986,
4895,168786,1,Antwone Fisher,2002,
4896,48605,1,"Seven Year Itch, The",1955,
4897,770703,3,What&#39;s Your Number,2011,
4899,423169,3,Sherrybaby,2006,
4900,38499,2,Duel in the sun,1946,
4901,74462,1,Edvard Munch,1974,
4902,112715,0,Congo,1995,
4903,104466,3,Husbands and Wives,1992,
4904,113321,3,Home for the holidays,1995,
4905,77713,0,I Spit on Your Grave,1978,
4906,1854564,3,Percy Jackson: Sea of Monsters,2013,
4907,2043900,3,Last Call at the Oasis,2011,
4908,2016940,3,Man of Tai Chi,2013,
4909,45891,3,How to Marry a Millionaire,1953,
4910,1206543,1,Out of the Furnace,2013,
4911,1800241,3,American Hustle,2013,
4912,359950,3,"Secret Life of Walter Mitty, The",2013,
4913,2076850,3,Flukt,2012,
4914,1430607,1,Arthur Christmas,2011,
4915,243155,3,Bridget Jones&#39;s Diary,2001,
4916,69113,1,"Poseidon Adventure, The",1972,
4917,107007,0,Gettysburg,1993,
4918,409182,2,Poseidon,2006,
4920,109327,1,Brainscan,1994,
4921,1170358,3,"Hobbit: The Desolation of Smaug, The",2013,
4922,993846,3,"Wolf of Wall Street, The",2013,
4923,1673423,3,My Babysitter&#39;s a Vampire,2010,
4924,2332579,3,Crystal Fairy &amp; the Magical Cactus and 2012,2013,
4925,1894476,3,How I Live Now,2013,
4926,171363,3,"Haunting, The",1999,
4928,317198,3,Bridget Jones: The Edge of Reason,2004,
4929,1440741,2,Do Comeco ao Fim,2009,
4930,1719009,3,Bratz: Pampered Petz,2010,
4931,1072438,2,Not Since You,2009,
4932,125209,3,I Think I Do,1997,
4933,51201,1,Witness for the Prosecution,1957,
4934,221027,1,Blow,2001,
4935,1277728,3,Mid-August Lunch,2008,
4936,74611,3,"Haunting of Julia, The",1977,
4937,61369,0,Asterix the Gaul (Asterix le Gaulois),1967,
4938,374546,1,"Spring, Summer, Fall, Winter... and Spring",2003,
4939,445935,3,Bordertown,2006,
4940,103772,1,Basic Instinct,1992,
4941,1305591,3,Mars Needs Moms,2011,
4942,1303803,3,Standing Ovation,2010,
4943,32904,3,"Philadelphia Story, The",1940,
4944,41088,2,Act of Violence,1948,
4945,89276,3,"Official Story, The",1985,
4946,2504614,3,"Swing, The",2012,
4947,103874,3,Dracula,1992,
4948,2309021,3,We Are What We Are,2013,
4949,91578,2,My Beautiful Laundrette,1985,
4951,57693,1,X: The Man with the X-Ray Eyes,1963,
4952,104237,3,Damage,1992,
4953,2944454,3,Riley Rewind,2013,
4954,110932,2,Quiz Show,1994,
4955,120660,1,Enemy of the State,1998,
4957,245674,1,Thir13en Ghosts,2001,
4958,221218,3,"Glass House, The",2001,
4959,984130,3,Miao Miao,2008,
4960,80855,0,Heaven&#39;s Gate,1980,
4961,418455,0,Adam&#39;s Apples,2005,
4962,1984153,3,Excision,2012,
4963,486651,3,Dark Mirror,2007,
4964,243862,3,Italian for Beginners,2000,
4965,2140373,3,Saving Mr. Banks,2013,
4966,90667,0,Asterix in Britain (Asterix chez les Bretons),1986,
4967,115857,1,Chain Reaction,1996,
4968,357507,2,Boogeyman,2005,
4970,1588398,3,Sleeping Beauty,2011,
4971,133046,3,Teaching Mrs. Tingle,1999,
4972,114151,3,Poison Ivy II,1996,
4973,107875,3,"Princess and the Goblin, The",1991,
4974,2354196,0,Croczilla,2012,
4975,1606378,1,A Good Day to Die Hard,2013,
4976,1713476,1,"Bay, The",2012,
4977,115685,2,"Birdcage, The",1996,
4978,135696,0,Four Heads Are Better Than One,1898,
4979,307453,1,Shark Tale,2004,
4980,2457282,3,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2013,
4981,70694,3,"Silent Night, Bloody Night",1972,
4982,91,0,"House of the Devil, The",1896,
4983,486978,0,Mobilier fidele,1910,
4984,804516,3,P2,2007,
4985,1857718,3,Gyo,2012,
4986,96061,3,Scrooged,1988,
4987,178844,3,La principessa e il povero,1997,
4989,1335975,2,47 Ronin,2013,
4990,94921,3,Crossing Delancey,1988,
4991,1666642,3,Revenge of the Bridesmaids,2010,
4992,449092,1,Rings,2005,
4993,135453,0,"One-Man Band, The",1900,
4994,246,0,A Turn of the Century Illusionist,1899,
4995,359,0,L&#39;homme a la tete en caoutchouc,1901,
4996,2403419,3,For Elisa,2013,
4998,95765,1,Cinema Paradiso,1988,
4999,104412,1,Hero,1992,
5000,1714915,3,Only Lovers Left Alive,2013,
5001,2446502,3,Zombie Hunter,2013,
5002,135180,0,"Infernal Boiling Pot, The",1903,
5003,135690,0,"Scheming Gambler&#39;s Paradise, The",1905,
5005,103919,3,Candyman,1992,
5006,181739,3,Osmosis Jones,2001,
5007,866439,2,Made of Honor,2008,
5008,2216240,1,Kapringen,2012,
5009,1512685,3,Los ojos de Julia (Julia&#39;s Eyes),2010,
5010,1649444,3,[REC]3 Genesis,2012,
5011,2101473,1,"Physician, The",2013,
5012,428038,3,Sweet Land,2005,
5013,1446201,3,12 Men of Christmas,2009,
5014,816442,3,"Book Thief, The",2013,
5015,1905040,3,Devil&#39;s Pass,2013,
5016,457275,0,Altered,2006,
5017,94089,0,Swimming to Cambodia,1987,
5018,1456060,3,Boy Wonder,2010,
5019,473705,3,State of Play,2009,
5020,2298416,3,Suzanne,2013,
5021,1937118,3,Casse-tete chinois,2013,
5022,2315200,1,"Les garcons et Guillaume, a table!",2013,
5023,2304771,1,Mandela: Long Walk to Freedom,2013,
5024,216016,0,"Mysterious Retort, The",1906,
5025,1788453,0,"Amazing Bulk, The",2010,
5026,2457282,3,Madoka Magica: Rebellion Story,2013,
5028,815178,3,"Life Before Her Eyes, The",2007,
5029,23932,3,Day of Reckoning,1933,
5030,423382,3,Tjenare kungen,2005,
5033,2024544,3,12 Years a Slave,2013,
5034,1235842,3,El nino pez,2009,
5035,1525366,3,Grabbers,2012,
5036,1185416,3,When in Rome,2010,
5037,2234222,3,Orphan Black,2013,
5038,439623,3,In Search of Santa,2004,
5039,32455,0,Fantasia,1940,
5040,86984,2,Body Double,1984,
5041,1422136,3,A Lonely Place to Die,2011,
5042,425430,3,"Messengers, The",2007,
5043,1623745,3,Little Birds,2011,
5044,1362058,2,Cockneys vs Zombies,2012,
5045,765430,3,American Zombie,2007,
5046,415679,2,Boy Eats Girl,2005,
5047,409842,3,Corpses,2004,
5048,368563,3,Possession,2008,
5049,770739,1,Dead &amp; Deader,2006,
5050,896534,0,Deadgirl,2008,
5051,349349,1,Die You Zombie Bastards!,2005,
5052,1351177,0,Last of the Living,2009,
5053,423455,2,Hemingway &amp; Gellhorn,2012,
5054,2245195,2,"History of Future Folk, The",2012,
5055,780583,3,Flight of the Living Dead,2007,
5056,317676,2,House of the Dead,2003,
5057,1783798,3,Union Squre,2011,
5058,118550,3,Le Acrobate,1997,
5059,415167,3,Mortuary,2005,
5060,120738,3,Lost in Space,1998,
5061,1979320,1,Rush,2013,
5062,2058107,0,"Railway Man, The",2013,
5063,455,0,"Music Lover, The",1903,
5064,223755,0,"Monster, The",1903,
5065,107212,3,Indian Summer,1993,
5066,2107648,3,Ahi va el diablo,2012,
5067,1937390,3,Nymphomaniac: Volume 1,2013,
5068,1043726,2,"Legend of Hercules, The",2014,
5069,377995,0,Grandma Threading Her Needle,1900,
5070,1692504,3,We are The Night (Wir sind die Nacht),2010,
5071,801526,3,"Tracey Fragments, The",2007,
5072,230746,0,"Searching Ruins on Broadway, Galveston, for Dead Bodies",1900,
5073,263215,3,Picture Claire,2000,
5074,119567,3,"Lost World: Jurassic Park, The",1997,
5075,486576,3,Fantastic Four: Rise of the Silver Surfer,2007,
5076,2395417,1,Still Life,2013,
5077,926129,3,Prom Night,2008,
5078,109456,3,Color of Night,1994,
5079,1932718,2,Thanks for Sharing,2013,
5080,307901,2,25th Hour,2002,
5081,38057,3,Scarlet Street,1945,
5082,274155,1,Tanguy,2001,
5083,106770,3,Dragon: The Bruce Lee Story,1993,
5084,112896,3,Dracula: Dead and Loving It,1995,
5085,3183630,0,"Boy and the World, The",2013,
5086,1995304,0,Fat Kid Rules the World,2012,
5088,470705,3,Bug,2006,
5090,1205537,1,Jack Ryan: Shadow Recruit,2014,
5092,43949,3,Quo Vadis,1951,
5093,2792728,3,Karlek deluxe,2013,
5094,252227,3,Alvin and the Chipmunks Meet the Wolfman,2000,
5096,2429414,3,Hannas Reise,2013,
5097,2369396,3,Bounty Killer,2013,
5098,2328749,3,Steel Magnolias,2012,
5099,1319722,3,A Little Help,2010,
5100,1496884,3,Spiderhole,2010,
5101,1854506,3,Aliens vs. Avatars,2011,
5103,355702,2,Lords of Dogtown,2005,
5104,1408253,0,Ride Along,2014,
5105,2404461,3,Le Pass&eacute;,2013,
5106,1985019,3,Austenland,2013,
5107,363589,3,Elephant,2003,
5108,169858,3,Neon Genesis Evangelion: The End of Evangelion,1997,
5109,1885300,3,Best Man Down,2012,
5110,1985966,3,Cloudy with a Chance of Meatballs 2,2013,
5111,2403029,3,"Starving Games, The",2013,
5112,406375,0,Zathura: A Space Adventure,2005,
5113,2829458,3,Kyss meg for faen i helvete,2013,
5114,2201221,1,Some Girl(s),2013,
5115,40202,1,Call Northside 777,1948,
5116,1257579,3,El traspatio (Backyard),2009,
5117,381681,0,Before Sunset,2004,
5118,71141,3,Ali: Fear Eats the Soul,1974,
5119,3103576,2,L&#39;amour est un crime parfait,2013,
5120,1485698,1,Dom zly,2009,
5121,2382009,3,Nymphomaniac: Volume 2,2013,
5122,54452,3,"Truth, The",1960,
5123,54343,3,"Story of Ruth, The",1960,
5124,46731,2,Attila,1954,
5125,116985,3,Manny &amp; Lo,1996,
5126,2450186,3,V/H/S/2,2013,
5127,68699,1,High Plains Drifter,1973,
5128,95497,2,"Last Temptation of Christ, The",1988,
5129,37674,2,Children of Paradise,1945,
5131,1657510,1,Gimme Shelter,2013,
5132,1490017,3,"Lego Movie, The",2014,
5133,100009,3,Lethal Games,1991,
5134,1456941,3,"Tomorrow, When the War Began",2010,
5135,1686821,3,Vampire Academy,2014,
5136,119152,1,Free Willy 3: The Rescue,1997,
5139,1366344,3,"Sitter, The",2011,
5140,2388759,3,Love &amp; Air Sex,2013,
5141,368909,0,Ong-bak,2003,
5142,3448098,1,Beltracchi: The Art of Forgery,2013,
5143,119472,1,Knockin&#39; on Heaven&#39;s Door,1997,
5144,2177771,0,"Monuments Men, The",2014,
5145,1545660,3,Knights of Badassdom,2013,
5146,871510,3,Chakde! India,2007,
5147,1641624,3,My Piece of the Pie,2011,
5148,2132415,2,Overcome,2008,
5149,2832470,3,Dead Snow 2,2014,
5150,2395385,3,1,2013,
